64d9b734b6fe 2026-06-19 sched: Use u64 for bandwidth ratio calculations
3b3c672a66db 2026-03-04 sched/rt: Skip currently executing CPU in rto_next_cpu()
ac31ba743054 2025-08-28 sched/deadline: Fix accounting after global limits change
